1	1	10000
1	4952296	4968005
1	5000179	5003227
1	5003830	5008149
1	5008896	5029979
1	5030036	5043976
1	5119048	5120793
1	5120871	5136610
1	5137355	5160090
1	5160837	5178653
1	5179768	5218545
1	5583685	5584585
1	5585386	5593288
1	5593291	5603162
1	5603531	5603773
1	5603835	5608113
1	5611320	5653645
1	5658066	5664604
1	5677104	5678908
1	5686891	5693289
1	6630081	6642090
1	7178604	7260424
1	7260426	7261550
1	7271255	7292549
1	7314291	7337508
1	7337567	7340343
1	7391951	7403340
1	7409241	7417240
1	7688941	7702968
1	7707441	7732017
1	7732030	7743060
1	7744392	7796336
1	7804881	7829414
1	7830305	7838648
1	7838650	7848691
1	7849454	7856616
1	7856618	7861407
1	7899932	7902862
1	7903427	7913134
1	7913483	7915220
1	7918245	7942009
1	7942320	7954178
1	7987434	7990349
1	7990710	8026828
1	8027004	8035350
1	8043196	8050203
1	8053815	8057015
1	9353588	9371295
1	9371971	9379270
1	9380943	9380980
1	9800152	9810651
1	9813043	9831765
1	9832679	9858124
1	10592549	10596266
1	10597856	10611334
1	11609540	11620225
1	11777088	11797653
1	11802722	11829507
1	11829830	11840767
1	11849458	11868772
1	11868839	11896837
1	11897945	11928541
1	11935586	11936632
1	11937082	11960354
1	11971974	11990576
1	13382062	13382062
1	13455729	13459451
1	14046538	14051850
1	14109086	14109596
1	14112739	14127889
1	14138704	14170732
1	14170734	14214816
1	14219515	14221417
1	14230633	14234357
1	14237544	14245219
1	14246092	14260046
1	14270330	14292709
1	14296026	14350413
1	14417107	14492599
1	14493415	14514508
1	14514510	14572658
1	15291729	15314162
1	15315055	15323504
1	15528831	15579478
1	15581896	15586646
1	15587118	15594075
1	15611928	15618161
1	15620551	15642114
1	16346288	16360105
1	16364456	16368743
1	16369522	16389003
1	16407231	16422154
1	16430348	16437837
1	17375144	17378276
1	17379706	17396288
1	17396290	17406690
1	17408549	17438002
1	17440424	17443301
1	17443303	17450324
1	17713453	17735187
1	17736590	17737909
1	17813811	17863968
1	17867524	17897636
1	17897638	17904040
1	17910126	17932358
1	17933746	17944600
1	17944613	17955420
1	18162608	18174412
1	18746433	18755583
1	18800491	18819938
1	18827572	18857270
1	18858970	18868707
1	18868709	18873685
1	18881700	18897510
1	18897512	18916276
1	19142429	19143216
1	19143218	19150678
1	19153386	19216436
1	19253476	19266486
1	19288034	19298535
1	19299713	19305988
1	19309382	19320228
1	19322454	19324105
1	19361939	19393539
1	19713295	19720718
1	19726015	19763982
1	19890368	19910237
1	19924307	19930589
1	19930609	19931288
1	19945206	19959943
1	19962178	19979393
1	20793519	20816055
1	20816499	20857162
1	20857164	20919865
1	20920028	20970060
1	20971739	20972869
1	21067725	21072776
1	21259852	21300824
1	21301244	21330668
1	21330747	21332334
1	21332956	21358478
1	21360822	21363897
1	21364625	21365391
1	22125014	22125351
1	22186355	22199224
1	22200662	22212741
1	22479400	22488863
1	22489537	22506014
1	22936918	22949969
1	22950900	22984896
1	23012481	23045672
1	23045682	23077875
1	23096554	23107551
1	23111024	23118238
1	23122681	23132910
1	23290079	23350627
1	23354045	23369658
1	23374820	23383981
1	23388173	23392096
1	23392867	23409632
1	23411374	23441155
1	23443262	23455571
1	23457471	23472968
1	23661872	23670928
1	23671232	23676987
1	23684990	23701834
1	23707264	23714345
1	23721626	23764802
1	23773586	23780247
1	23781966	23835316
1	23839836	23845862
1	23848613	23848829
1	23854316	23854603
1	23867884	23873655
1	23874902	23882246
1	23888395	23889781
1	23890721	23897089
1	23897712	23917424
1	23917436	23927422
1	24036603	24040878
1	24042073	24056891
1	24056893	24075962
1	24077747	24081849
1	24082482	24103657
1	24103659	24148077
1	24154079	24165155
1	24199732	24211587
1	24212669	24213655
1	24213657	24229508
1	24230298	24231269
1	24245591	24253206
1	24488653	24495078
1	24495080	24513155
1	24513627	24523196
1	24523198	24568505
1	24713377	24728660
1	24734763	24751453
1	24870138	24875329
1	24877150	24884487
1	24968229	24981180
1	25442808	25444022
1	25444024	25445919
1	25445921	25446168
1	25446170	25446232
1	25446234	25448980
1	25448982	25508773
1	25509073	25529200
1	25529585	25565392
1	25565394	25569517
1	25569519	25569658
1	25569660	25570426
1	25570428	25572995
1	25572997	25573792
1	25581617	25581820
1	25581822	25582527
1	25583022	25583847
1	25583849	25584108
1	25584110	25584382
1	25584384	25587062
1	25587064	25589400
1	25589402	25589791
1	25589793	25590339
1	25590341	25593145
1	25593147	25594223
1	25594225	25597696
1	25597698	25598425
1	25598427	25602720
1	25607669	25633201
1	25635828	25664261
1	25664294	25715073
1	25715873	25726410
1	26106137	26121909
1	26219161	26257842
1	26257844	26282146
1	26282586	26312719
1	26316699	26334742
1	26335298	26344349
1	26345590	26352549
1	26370136	26377838
1	26420322	26426338
1	26429438	26452484
1	26456065	26470613
1	26477281	26479191
1	26706210	26714968
1	27211308	27213208
1	27282028	27284254
1	27685344	27685953
1	27688053	27705278
1	27705280	27709768
1	27712436	27767618
1	27769528	27780674
1	27783937	27817459
1	27935476	27959202
1	27961870	27967309
1	27968424	28001273
1	28001722	28002396
1	28076586	28095146
1	28096378	28119388
1	28121861	28131340
1	28132024	28145524
1	28149344	28149653
1	28151153	28155228
1	28157547	28165700
1	28183456	28187182
1	28187184	28208721
1	28635171	28648637
1	28678235	28682053
1	28683371	28719315
1	28719317	28726538
1	28755416	28757853
1	28757855	28764551
1	28764714	28778845
1	28848862	28901068
1	28901392	28937422
1	28938627	28977775
1	28983196	29020948
1	29163900	29183976
1	29184319	29235484
1	29238880	29245769
1	29433790	29446527
1	29457244	29505515
1	29505517	29508198
1	29508200	29508870
1	29541382	29551450
1	30799205	30802469
1	30808737	30813468
1	30813470	30843411
1	30844481	30863120
1	30863398	30864569
1	31062317	31074493
1	31077937	31085406
1	31192549	31203602
1	31205323	31209532
1	32059865	32062021
1	32062617	32070341
1	32072052	32078399
1	32090715	32109815
1	32115937	32179278
1	32179280	32183869
1	32192070	32206911
1	32241690	32322613
1	32322615	32367577
1	32367778	32400948
1	32410006	32411991
1	32430497	32499517
1	32783821	32808105
1	32811772	32819981
1	32830072	32854999
1	33129612	33144176
1	33144178	33148848
1	33150995	33180499
1	33182000	33183901
1	33188338	33225096
1	33230557	33254040
1	34458996	34460476
1	34467486	34541062
1	34541496	34564943
1	34574300	34608857
1	34615459	34617366
1	34655839	34711685
1	34714118	34716611
1	34718657	34760524
1	34782366	34786067
1	34884654	34942252
1	34942314	34942814
1	34975327	34990784
1	35016674	35039199
1	35041665	35049192
1	35050886	35114159
1	35117866	35121929
1	35122933	35123537
1	35171096	35187186
1	35285670	35314895
1	35315486	35331367
1	35331513	35349436
1	35350598	35350725
1	35353792	35411252
1	35411986	35412081
1	35413259	35413703
1	35892217	35902178
1	35914533	35947158
1	36510653	36526144
1	36526998	36544005
1	36544268	36558891
1	36632642	36662106
1	36849795	36878930
1	37043353	37043410
1	37261404	37261421
1	37269135	37281056
1	37443695	37445990
1	37446509	37453302
1	37462193	37491774
1	37701655	37709877
1	37717168	37723168
1	37762545	37773653
1	37775301	37814376
1	37879933	37887759
1	37887761	37896975
1	37897026	37900339
1	37901027	37938365
1	37982666	38004128
1	38006229	38026979
1	38061527	38069474
1	38074623	38118095
1	38118255	38130191
1	38139176	38176364
1	38179441	38205733
1	38207572	38211477
1	38487291	38517185
1	38575752	38588884
1	38624906	38662663
1	38706617	38709551
1	38712386	38783040
1	38785293	38786897
1	38787849	38806586
1	38817069	38829408
1	38829920	38880107
1	38891227	38912628
1	38919428	38930210
1	38930753	38935987
1	38938873	38942566
1	38944376	38944741
1	38965466	38967349
1	38975207	38999532
1	38999534	39004112
1	39005895	39013500
1	39015694	39021595
1	39033062	39044569
1	39044571	39046158
1	39049335	39051436
1	39062891	39068617
1	39070986	39078148
1	39079875	39095882
1	39096465	39105538
1	39112861	39130662
1	39131643	39138164
1	39139051	39167526
1	39169429	39262316
1	39262337	39303137
1	39309532	39322797
1	39324117	39346219
1	39352221	39477134
1	39477136	39480081
1	40266409	40267314
1	40267680	40286618
1	40287321	40294328
1	40321929	40323651
1	40343180	40353419
1	40360426	40375033
1	40406102	40431819
1	40673670	40677586
1	40678337	40695513
1	40696118	40752689
1	40789879	40817247
1	40817653	40872992
1	40925042	40926545
1	40930027	40933088
1	40934298	40940197
1	40943183	40953597
1	40956125	40998349
1	41076833	41098201
1	41099327	41105889
1	41107578	41116333
1	41174078	41194440
1	41195765	41278143
1	41278839	41280585
1	41284214	41295072
1	41295132	41295981
1	41300199	41328292
1	41329992	41338393
1	41524948	41525798
1	41532314	41541483
1	41574988	41605766
1	41609597	41628300
1	41673723	41678419
1	41678749	41681491
1	41682734	41689026
1	41689078	41699459
1	41732906	41760793
1	41761893	41774190
1	41780064	41796217
1	41805493	41818933
1	41818935	41824978
1	41836286	41880318
1	41885092	41900361
1	41900953	41910910
1	42124433	42151360
1	42202801	42221170
1	42223490	42267663
1	42267673	42276940
1	42278597	42299691
1	42302911	42302950
1	42303013	42372329
1	42373902	42389511
1	42392064	42412294
1	42414556	42414844
1	42416626	42489615
1	42492458	42498971
1	42527185	42535052
1	42536233	42542449
1	42542890	42543566
1	42568958	42576523
1	42940840	42949984
1	42950682	43069448
1	43468019	43525951
1	43620499	43622752
1	43623214	43626181
1	43628539	43629895
1	43647334	43743455
1	43744046	43838793
1	43892477	43904010
1	43906680	43975860
1	44000935	44002562
1	44003360	44021607
1	44187433	44201064
1	44201066	44230031
1	44240404	44306636
1	44654294	44683065
1	44721952	44730914
1	44853081	44951699
1	44953272	44986567
1	44990063	45001328
1	45011129	45016434
1	45020014	45022918
1	45025833	45034621
1	45204529	45211578
1	45266706	45301206
1	45302905	45330035
1	45330037	45330442
1	46663917	46727712
1	47163103	47173128
1	47191429	47195252
1	47197410	47200636
1	47200638	47221618
1	47221620	47221643
1	47221645	47247975
1	47264412	47272171
1	47272192	47310558
1	47311683	47416305
1	47855191	47886894
1	47887588	47904535
1	47905130	47905547
1	47939753	47986910
1	47990839	48003410
1	48005351	48008320
1	48017526	48202314
1	48398304	48416025
1	48432904	48436208
1	48437313	48451343
1	48603870	48635802
1	48669463	48697100
1	48699811	48710912
1	48711499	48713185
1	50083553	50094139
1	50275471	50300309
1	50361406	50369032
1	50369718	50381854
1	50381856	50381930
1	50381932	50395416
1	50414095	50416428
1	50428129	50449760
1	50452032	50517300
1	50520013	50530296
1	50530317	50538212
1	50538215	50538217
1	50538220	50564285
1	50564301	50590935
